source,url,verdict,binary_label,text
altnews,https://www.altnews.in/convoy-controversy-rajasthan-mlas-cavalcade-video-falsely-linked-to-bjp-pm-modi/,False,False,"Modi’s DOGLA Advice to Indians pic.twitter.com/Wpfd1Wg3b7 ||| So did their leader after appealing to their countrymen to drastically measure to conserve fuel & oil , did back to back unnecessary road shows , rallies with more than 50 car convoys, wasted foreign trips to different countries in private jets ?? And why did he make such a big… pic.twitter.com/K90xvtYM3o ||| 50 కార్లతో బీజేపీ నేత కాన్వాయ్ ||| Dhruv Rathee has nothing original of his own anymore."
altnews,https://www.altnews.in/fake-video-clip-showing-suvendu-adhikari-talking-about-finishing-muslims-is-ai-generated/,False,False,"Suvendu Adhikari openly bragged about defeating Mamata Banerjee in Nandigram, then reportedly declared that BJP will “only work for Hindus” and “eliminate the 27% Muslims of West Bengal” to stay in power for 100 years. ||| VIDEO | Kolkata, West Bengal: BJP’s Suvendu Adhikari says, “I urge everyone to remain calm, all TMC goons will be tackled through law.”"
altnews,https://www.altnews.in/congress-and-tmc-leaders-are-sharing-an-old-video-depicting-violence-following-the-west-bengal-election-results/,False,False,"पश्चिम बंगाल में अब तक जितने भी गुंडे, बदमाश, आतंकवादी और बलात्कारी ‘ममता बनर्जी’ के ख़ौफ़ से बिल में दुबक कर बैठे थे… वो सभी बिल से बाहर निकल आए हैं…"
altnews,https://www.altnews.in/ijtema-video-from-january-falsely-viral-as-illegal-immigrants-leaving-bengal-post-bjp-win/,False,False,"బెంగాల్ ను వదిలి ఎక్కడికి పోతున్నారు వీరంతా ? మొన్నటి నుండే మొదలయిన ప్రయాణాలు. pic.twitter.com/puAzbr3pBY ||| All Bangladeshi Jihadisss must be kicked out soon, just watch how many jihadiiii P!gs in one area. pic.twitter.com/3ynTH1ZN0d"
altnews,https://www.altnews.in/t20-world-cup-revelry-video-from-prayagraj-shared-as-celebrations-of-bjp-win-in-bengal/,False,False,"West Bengal Celebrations by the BJP supporters. Jai Shri Ram chants all across! pic.twitter.com/ZYXERnQOGi ||| West Bengal, now. Mark my words: In a few years, it will be India’s biggest Hindutva laboratory. pic.twitter.com/8aVzZCcrSj ||| Mamata was like Khamenei of India. No wonder people celebrated her defeat like this pic.twitter.com/2n1mkNEiH8"
altnews,https://www.altnews.in/video-from-bangladesh-viral-as-capf-forces-thrashing-muslims-voters-in-bengal/,Hard to Categorise,Not-Clearly-False,"Allegations have surfaced claiming that security forces in West Bengal, reportedly under orders from Rajnath Singh, committed violence against Muslims, including reports of six Muslim women being raped. These claims remain serious and require impartial investigation. pic.twitter.com/BSKchRdGwn ||| Why are these people being, hit"
altnews,https://www.altnews.in/bjp-media-outlets-share-holi-video-as-people-celebrating-bjp-victory-in-bengal/,False,False,"BJP win celebration at Howrah Bridge pic.twitter.com/fxCKyBG6KG ||| Howrah Bridge echoing with chants of “Jai Shree Ram”, something unimaginable just a few years ago… ||| लेफ्ट ने 34 साल के राज में बंगाल के हिंदुओं का जो ब्रेन वॉश किया था वो मोदी मैजिक में खत्म हो सकता है और बंगाल का हिंदू यूं एकजुट हो सकता है ये किसी ने सोचा नहीं था.."
altnews,https://www.altnews.in/bjp-delhi-rw-influencers-circulate-pinterest-images-as-kejriwal-home-interiors/,False,False,"What a fraud @ArvindKejriwal is… Look at the lavish lifestyle he was enjoying while pretending to be an “aam aadmi” by wearing a ₹100 shirt and using a ₹2 pen… #KejriwalSheeshMahal2 pic.twitter.com/wsKmB3lyby ||| #WATCH | Delhi Minister Parvesh Verma says, “…The Aam Aadmi Party should be ‘Alishaan Aadmi Party’… Will Kejriwal tell us how much money has been invested in the Lodhi Road bungalow or the new Sheesh Mahal? Where did the money come from, and whose money is it?… Is it not… https://t.co/3UEDP4t3x7 pic.twitter.com/jOAsM4cvav ||| “शीश महल 2.0” की ये तस्वीरें केजरीवाल की राजनीति और हकीकत के बीच के अंतर को साफ दिखाती हैं। एक तरफ सादगी का दावा, और दूसरी तरफ आलीशान सोफे, डिजाइनर झूमर और लग्जरी इंटीरियर। pic.twitter.com/8uD2rC59pg ||| प्रवेश वर्मा द्वारा जारी कि गई सारी तस्वीरें फ़र्ज़ी हैं। वे केजरीवाल जी के घर की तस्वीरें नहीं हैं। किसका घर कितना आलीशान है, इसका पता करने के लिए रेखा गुप्ता जी और LG साहिब अपना अपना घर खोल दें और केजरीवाल जी अपना घर खोल देंगे। जनता ख़ुद तय कर लेगी। ||| To verify the authenticity of the viral claims, we ran reverse image searches on the photos supposedly showing the interior of Kejriwal’s lavish bungalow."
altnews,https://www.altnews.in/bjp-leader-agnimitra-paul-shares-ai-video-claiming-tmcs-bratya-basu-caught-on-camera-taking-bribe/,False,False,"Allegations are emerging against West Bengal’s Education Minister, Bratya Basu, with claims that bribes are being taken after file approvals. ||| #BreakingNews 🚨 #Kolkata Just Before the 2nd Phase Election A Video of West Bengal Education Minister Brapta Basu surfaces where he is being seen taking bundles of cash in exchange of signing files."
altnews,https://www.altnews.in/bjp-shares-clipped-video-to-falsely-claim-tmcs-byron-biswas-conceded-defeat/,False,False,"After Anubrata Mandal admitted that the TMC may struggle to cross even 15–16 seats in Phase 1, Sagardighi candidate Byron Biswas went a step further by openly conceding defeat, naming sitting MLAs who are set to lose, and acknowledging that central forces ensured a fair election.… pic.twitter.com/5OCIpmIOUf ||| In an epic admission, after TMC leader Anubrata Mandal said that the party could hardly win 15–16 seats in the first phase of the elections, TMC’s Sagardighi candidate Byron Biswas has now declared that he is going to lose. He also listed the names of TMC candidates (including… pic.twitter.com/8zUUlspgYm"
altnews,https://www.altnews.in/police-thrashing-tmc-workers-in-bengal-2023-video-falsely-viral-on-polling-day/,False,False,"तृणमूल कांग्रेस के कुछ शांतिप्रिय कार्यकर्ता मतदान केंद्रों के पास सड़कों पर बैठकर तृणमूल के लिए प्रचार कर रहे हैं ||| Some peaceful workers of the Trinamool Congress are sitting on the roads near polling stations, campaigning for Trinamool."
altnews,https://www.altnews.in/video-of-uncle-and-niece-goes-viral-with-false-claims-and-islamophobic-comments/,False,False,¿Cultura o crímen?
altnews,https://www.altnews.in/no-jhargram-vendor-who-sold-jhal-muri-to-pm-modi-is-not-an-spg-commando/,False,False,"West Bengal CM Mamata Banerjee accused PM Narendra Modi of staging a “scripted drama” after his unscheduled stop at a roadside stall to buy and savour a cone of jhalmuri during his campaign trail in Jhargram. ||| यहां भी घोटाला! 🫪 ||| Jhargram, West Bengal: A shopkeeper at the stall where Prime Minister Narendra Modi had jhal muri says, “I never thought that the Prime Minister of the country would come to my shop and eat jhal muri…” pic.twitter.com/gFt02So8fT"
altnews,https://www.altnews.in/west-bengal-elections-old-video-from-bangladesh-goes-viral-falsely-portrayed-as-tmc-goons-being-beaten/,False,False,"टीएमसी के गुंडे धमकाने आए थे , पर भूल गये बंगाल में अब सीआरपीएफ तैनात हैं ।"
altnews,https://www.altnews.in/noida-protests-several-unrelated-videos-shared-as-scenes-of-violence-during-workers-agitation/,False,False,"Protestors attacked Indian Armed Forces vehicle, 2 soldiers critically injured, in Noida. ||| यह कश्मीर मणिपुर नहीं “ #नोयडा_यूपी है दिल्ली से सटा हुआ। इसके लिए नौकरशाही में परिवारवाद जिम्मेदार है। दर्जनों जिले हैं जहां CM के जाति विशेष के अफसर 9 वर्षो से DM और SSP की टॉप पोस्टिंग पर हैं। उनका कमाऊ जिला बदलता है पोस्टिंग नहीं बदलती। नोयडा में बलवा आगजनी का एक कारण यह भी… pic.twitter.com/qGXNksfP8i ||| नोएडा में कर्मचारी हड़ताल पर है, उनकी न्यायसंगत मांगों को सरकार इस बेदर्दी से कुचलती हुई! ||| JUST IN🇮🇷🇺🇸🇮🇳🔥 Protests demanding wage hikes and fixed work hours turned violent in India’s largest industrial hub of Noida ||| Noida Sector 62 is burning pic.twitter.com/WYqY3WjeY6"
altnews,https://www.altnews.in/congress-leaders-shared-an-edited-video-featuring-a-pakistani-panelists-remark-on-chitra-tripathis-makeup/,False,False,"चित्रा की क्या मजबूरी होगी जो पाकिस्तान के लोगों को अपने चैनल/शो में बुला कर चर्चा करवाने की ?और यूँ उनके हाथों जलील होने की ?? पाकिस्तानियों को चैनलों पर बुलाना बंद करना चाहिए. https://t.co/buSQ34rhV0 ||| अलका लांबा जी पाकिस्तान का यूट्यूबर अपने व्यूज बढ़ाने के लिये मेरे वीडियो में कांट छाँट करके फेक न्यूज़ तैयार करता है. आजतक कभी भी ये व्यक्ति मेरे शो का हिस्सा नहीं रहा. हैरान होती हूँ जब कांग्रेस के बड़े पद पर बैठी महिला एक न्यूज एंकर के पीछे पड़ जाये, आप लगातार मेरे उपर… pic.twitter.com/4gdH6AVBti"
altnews,https://www.altnews.in/did-west-bengal-crpf-catch-and-beat-goons-old-video-from-bangladesh-shared-with-false-claims/,False,False,बंगाल में CRPF की एंट्री से माहौल बदल गया
altnews,https://www.altnews.in/trinamool-mp-menaka-guruswamy-did-not-represent-r-g-kar-accused-in-court/,False,False,pic.twitter.com/gOTmQwbikt ||| In the battle for West Bengal: BJP – Stands with the victim. TMC – Rewards the accused’s lawyer.
altnews,https://www.altnews.in/clash-in-murshidabad-old-video-from-varanasi-given-communal-spin-falsely-linked-to-bengal-polls/,False,False, ||| वाराणसी स्थानीय और उपद्रवियों के बीच हुई झड़प तोड़फोड़ और बंदी कराने आए युवकों को स्थानीय लोगो ने पीटा अग्निपथ स्कीम के विरोध में युवा दुकान बंद कराने गए थे स्थानीय लोगो ने उपद्रवी युवाओं को दौड़ा दौड़ा कर पीटा सिगरा थाना क्षेत्र के काशी विद्यापीठ के पास का मामला #AgnipathScheme pic.twitter.com/YWhHKOrusz ||| #Varanasi में दुकानों में तोड़फोड़ करने वालों की स्थानीय लोगों ने जमकर दैहिक समीक्षा की। वीडियो में गालीगलौज भी है। #AgnipathScheme #AgnipathProtests #AgnipathSchemeProtest #Kashi #Agniveer pic.twitter.com/SwAmPuLlTt
altnews,https://www.altnews.in/shashi-tharoor-slammed-modi-govt-praised-pak-diplomacy-the-video-is-ai-generated/,False,False,Shashi Tharoor throws Modi۔۔ ||| The Great Indian Debacle: Pakistan Wins Global Respect pic.twitter.com/sf4t603taa
altnews,https://www.altnews.in/image-showing-pm-modi-in-elaborate-photo-op-in-a-tea-estate-is-ai-generated/,Hard to Categorise,Not-Clearly-False,"He has surpassed #AmitabhBachchan and #Rajinikanth . He acting and dramatics is un parallel. ||| அஸ்ஸாமில் தேர்தல் பிரச்சாரத்துக்காக சென்ற மோடிஜி, அங்கு ஷூட்டிங் நடத்தும் ஸ்டைல்! உலகமே வியந்து பாராட்டுகிறது! pic.twitter.com/vCJeZDT89r"
altnews,https://www.altnews.in/modi-lookalikes-video-falsely-shared-as-pm-called-out-in-rourkela-over-lpg-crisis/,False,False,Anti-national shouting
altnews,https://www.altnews.in/pakistan-flagged-oil-tanker-destroyed-in-hormuz-unrelated-video-falsely-shared/,False,False,A Pakistan flagged oil tanker was destroyed by Iranian missiles few hours earlier while crossing strait of Hormuz😂 ||| A Pakistan flagged oil tanker was destroyed by Iranian missiles few hours earlier while crossing strait of Hormuz. Pakistan has earlier betrayed Iran by re-routing Iranian oil to US. This is a reply by Iran to Pakistan pic.twitter.com/VnBUVANVJn ||| #BREAKING :
altnews,https://www.altnews.in/bjp-shares-clipped-video-of-mamatas-speech-to-claim-she-mocked-demolition-of-temples/,False,False,"BJP does drama if a Shiv Mandir is broken – Mamata Banerjee ||| “If a Shiva temple is demolished, how much drama BJP creates over it!”"
altnews,https://www.altnews.in/muslim-woman-on-fast-heckled-in-office-rajasthan-coaching-institute-video-falsely-viral/,False,False,"India: A fasting Muslim woman felt sleepy at work, so a Hindu manager hit her with his slipper….😳 pic.twitter.com/fn75yJWV3i"
altnews,https://www.altnews.in/hindus-celebrating-holi-on-eid-in-uttam-nagar-old-video-from-karnataka-falsely-viral/,False,False,"This is Uttam Nagar scenes on Eid! Well done Hindus of Uttam Nagar 🙌 pic.twitter.com/EjDUKxJnBn ||| Tum Holi par IED lagaoge, To Hum #Eid par Holi manayenge. 🔥🔥🔥 #Holi is Holy #EidMubarak uttamnagar !! 😎😎😎 pic.twitter.com/4EBHNUTczT"
altnews,https://www.altnews.in/communal-disinformation-knife-wielding-man-in-mp-temple-falsely-identified-as-a-muslim/,False,False,"This is India’s terrified Muslim (डरा हुआ मुसलमान,) who, out of fear, entered a temple and carried out a deadly attack with a weapon on the priest….. ||| ये है भारत का तथाकथित डरा हुआ सताया हुआ मुसलमान 🚨 ||| प्रेस नोट आज दिनांक 26.07.25 को गणेश मंदिर के पुजारी को एक व्यक्ति द्वारा धारदार हथियार के साथ डराने धमकाने संबंधी वीडियो सोशल मीडिया के माध्यम से संज्ञान में आया था l पुजारी द्वारा सीसीटीवी फुटेज संलग्न कर एक आवेदन पत्र थाना मंडी में प्रस्तुत किया गया हैं जिसके आधार पर थाना मंडी… pic.twitter.com/TsiMZsGAKu"
altnews,https://www.altnews.in/west-asia-conflict-2025-syria-gas-station-fire-video-falsely-viral-as-iran-bombing-israeli-city/,False,False,Yayın yasağının 5 yıl değil 50 yıl hapis cezası olsa bile insanları bu zevkten mahrum bırakmayız! ||| Konuşmanın tercümesi:
altnews,https://www.altnews.in/west-asia-conflict-old-video-falsely-viral-as-footage-from-tel-aviv-after-iranian-strike/,False,False,الإعلام العبري: قبل قليل، تل أبيب❤️‍🔥👇 pic.twitter.com/A4qJvPDpO8 ||| Footage shows the extent of destruction in Tel Aviv as a result of #Iran ‘s missile strike #IranUnderAttack #Israel pic.twitter.com/o7xDl5CZag
altnews,https://www.altnews.in/israelis-smashing-street-cams-to-hide-missile-strike-footage-old-unrelated-video-falsely-viral/,False,False,🚨Israelis Are Smashing Street Cameras To Hide Footage Of Iranian Missile Strikes
altnews,https://www.altnews.in/footage-of-uttam-nagar-fish-market-fire-viral-as-explosion-in-india-israel-joint-defence-facility-in-delhi/,False,False,عاجل: ||| 🚨 BREAKING ||| Fake News Alert! ||| VIDEO | Delhi: Massive fire breaks out in Uttam Nagar near Machhli Mandi. Firefighting operations underway. More details are awaited.
altnews,https://www.altnews.in/viral-video-from-america-false-claim-netanyahu-brother-died-in-iran-missile-attack/,False,False,Çocuk katili Netanyahu’nun sonu gelmiştir.
altnews,https://www.altnews.in/times-now-abp-zee-republic-misreport-2020-beirut-video-as-iranian-missile-strike-in-dubai/,False,False,"Viral video shows a woman livestreaming from her Dubai apartment moments before it was struck by an Iranian missile, causing massive destruction. pic.twitter.com/hox49uBLsn"
altnews,https://www.altnews.in/no-bahrain-has-not-arrested-an-indian-national-for-espionage/,False,False,🚨 عاجل :
altnews,https://www.altnews.in/photo-shown-by-trinamool-to-claim-modi-disrespected-president-murmu-is-misleading/,False,False,"“Mr Prime Minister @narendramodi is this how you respect @rashtrapatibhvn ? You remain seated while Draupadi Murmuji has to stand? Why don’t you stand up for the President of India, Modiji? Why was she not allowed to sit in a chair? Why do you keep abusing Bengal just before… pic.twitter.com/gyvC1gvCD2 ||| Who says @narendramodi doesn’t respect a President? He is always impeccably respectful when it comes to the President of the United States, for whose benefit he has sung and danced in Israel, at whose beck and call he appears ready to make strategic, diplomatic and even military… pic.twitter.com/1LTSTWaAr8 ||| एक सांसद के रूप में संवाद पर उनकी आस्था ने संसदीय परंपराओं को समृद्ध किया। गृह मंत्री तथा उप प्रधान मंत्री के रूप में, उन्होंने सदैव राष्ट्र हित को सर्वोपरि रखा, जिससे उन्हें दलगत सीमाओं से परे जा कर लोगों ने सम्मान और प्रशंसा प्रदान की। भारत के सांस्कृतिक पुनरुत्थान के लिए उनके… pic.twitter.com/e4QYXQt0tX"
altnews,https://www.altnews.in/viral-clip-of-army-chief-upendra-dwivedi-admitting-india-gave-away-iranian-ships-location-is-a-deepfake/,False,False,🚨 Deepfake Video Alert
altnews,https://www.altnews.in/footage-from-philadelphia-plane-crash-site-falsely-viral-as-confirmed-visuals-from-tel-aviv/,False,False,It has been confirmed… the video is indeed from Tel Aviv.
altnews,https://www.altnews.in/abu-dhabi-burning-2022-gas-cylinder-blast-video-falsely-viral-amid-west-asia-conflict/,False,False,الان ابوظبي تحترق 🔥🔥🔥 pic.twitter.com/6yID63nVg4 ||| Now Abu Dhabi is burning 🔥🔥🔥 pic.twitter.com/EJHMmGbAXm ||| Now Abu Dhabi is burning 🔥🔥🔥 #Iran / #Israel / #MiddleEast / #Lebanon / #Iraq / #Jordan / #Syria / #Yemen / #SaudiArabia / #Qatar / #UAE / #USA / #Canada / #WW3 #Minnesota #Trump #USA #MAGA #generalstrike #nationalstrike pic.twitter.com/x2EgtkCnCb
altnews,https://www.altnews.in/us-israel-strikes-in-iran-old-video-of-mahmoud-ahmadinejad-falsely-shared-as-evidence-of-him-being-alive/,False,False,Mahmoud Ahmadinejad is alive and well.
altnews,https://www.altnews.in/old-video-of-man-shooting-himself-falsely-shared-as-iranian-general-who-betrayed-khamenei/,False,False,يُقال إن هذا الجنرال الإيراني كان يرسل إحداثيات للأمريكان والصهاينة وبعد أن عرف إنه تم كشفه أنتحر وقتل نفسه بمسدسه الشخصي #مع_إيران_ضد_العدوان #مع_ايران_حتى_النصر pic.twitter.com/VN9LxikMKB ||| شەوی دووشەممە ٢٣ی رەزبەر هاووڵاتییەک بەناوی زاهیر ئەمینیان خەڵکی شاری بانەی رۆژهەڵاتی کوردستان دانیشتووی هەولێر لە لایڤی ئیستاگرامیدا خۆی کوشت. وردەکاری لە ڤیدیۆگرافیکدا بخوێننەوە. pic.twitter.com/mPjVWFyfDW
altnews,https://www.altnews.in/mass-burial-of-students-in-iran-haunting-photo-mired-in-false-fact-check-muddle/,False,False,"Devastating ||| This picture is of Indonesia during Covid 🤷🏽‍♂️ https://t.co/ekIc5FxK6m ||| This picture is of Indonesia during Covid 🤷🏽‍♂️ https://t.co/nTKnKEesug ||| These are graves being dug for more than 160 innocent young girls who were killed in the US-Israeli bombing of a primary school. Their bodies were torn to shreds. ||| Images of the burial ceremony of martyred students in #Minab , Iran, following the attacks carried out by the criminal regimes of America and Israel. pic.twitter.com/fggmyLoPqp ||| "
altnews,https://www.altnews.in/aaj-tak-ndtv-news-18-india-today-shows-a-video-falsely-claiming-dubai-under-attack/,False,False,"Follow https://t.co/B3zXG73Jym pic.twitter.com/3FUaXDlTS2 ||| Another video of the moment when the Iranian drone, Shahid-136, hit a skyscraper in Manama, Bahrain. pic.twitter.com/43tq7ZOZ54"
altnews,https://www.altnews.in/khameneis-death-no-reports-of-attack-on-israeli-embassy-in-delhi-jantar-mantar-protest-video-shared-falsely/,False,False,"JUST IN🚨 ||| 🚨 ALERTE INFO🇮🇳🔴 Des manifestants à Delhi, en Inde, devant l’ambassade d’Israël. ||| #Watch | Members of the Shia Muslim community, led by Ulama of Delhi and the All India Shia Council, gathered at Jantar Mantar in Delhi for protest against the killing of Iran’s Supreme Leader, Ayatollah Syed Ali Khamenei in US-Israeli strikes #Iran #AyatollahKhamenei pic.twitter.com/Zam7hUm43o"
altnews,https://www.altnews.in/us-military-base-in-uae-under-attack-viral-video-is-actually-from-june-2025/,False,False,"⚫ The U.S. base in the 🇦🇪 UAE once again pic.twitter.com/altPWmubnn ||| JUST IN: 🇮🇷🇮🇱 Iranian ballistic missiles continue to strike Tel Aviv, Israel. pic.twitter.com/s7bYuN6SGH"
altnews,https://www.altnews.in/old-clip-has-been-shared-as-two-iranian-drones-strike-the-us-embassy-in-riyadh/,False,False,🚨Two Iranian drones strike the US Embassy in Riyadh
altnews,https://www.altnews.in/no-arvind-kejriwal-did-not-say-that-virat-kohli-was-from-koli-community/,False,False,"Virat Kohli belongs to the Koli Samaj, and he has brought glory to the Koli community across the world.- Kejriwal pic.twitter.com/xGbEB2Rllw ||| Virat Kohli belongs to the Koli Samaj, and he has brought glory to the Koli community across the world.- Kejriwal"
altnews,https://www.altnews.in/photo-of-sonia-gandhi-shaking-hands-with-jeffrey-epstein-is-ai-generated/,False,False,देख तेरी राज माता pic.twitter.com/Z18SoS8hEv
altnews,https://www.altnews.in/youtube-movie-scene-shared-as-footage-of-entrapped-women-from-epstein-files/,False,False,Pregnant minors treated like Animal and the world still debates “proof 💔 #EpsteinFiles pic.twitter.com/gd2qLsGMCx
altnews,https://www.altnews.in/video-of-shashi-tharoor-praising-pakistans-cricket-diplomacy-is-a-deepfake/,False,False,"#WATCH | Delhi: On Pakistan to play against India in T20 World Cup, Congress MP Shashi Tharoor says, “I am a politician, but I don’t like politics in cricket and sports. I think sports are a different field, a different game. Let politicians do their politics somewhere else,… pic.twitter.com/paL4uhRQQu ||| Ai-generated “fake news” — and not even very good. Neither my language nor my voice. https://t.co/J48OMoasyR"
altnews,https://www.altnews.in/media-falsely-run-old-photo-as-us-cricketers-enjoying-panipuri-during-t20-world-cup-in-india/,False,False,USA cricketers enjoying pani puri (golgappa) in Mumbai after the warm-up match vs India — pure desi vibes 😋 pic.twitter.com/7URxPFlgnA ||| USA cricketers enjoying pani puri (golgappa) in Mumbai after the warm-up match vs India 🤣 ||| While Pakistan and Bangladesh are crying about security arrangements 🤡
altnews,https://www.altnews.in/all-charades-dropped-assam-bjps-ai-video-shows-himanta-shooting-point-blank-at-muslims/,Hard to Categorise,Not-Clearly-False,"The BJP’s official Assam Pradesh handle posted a video that appears to glorify the targeted, ‘point-blank’ murder of minorities. ||| Deleting the video where Assam CM Himanta Biswa Sarma is shown shooting Muslim men with a caption ‘POINT BLANK SHOT’ isn’t enough ||| Dear Supreme Court, dear CJI , dear every Judge of every High Court in India – please watch this video. SC in Writ 940/2022 ordered suo moto FiRs for hate speech. Please let us know what more this man needs to do for you to wake up? pic.twitter.com/nMjkGwkdiG ||| #WATCH | Dibrugarh: On AIMIM chief Asaduddin Owaisi filing a case against him over a now-deleted video of him, Assam CM Himanta Biswa Sarma says, “I am ready to go to jail, what can I do? I do not know anything about any video. If he has filed a case against me, arrest me; what… pic.twitter.com/rWRiUXpwLK"
altnews,https://www.altnews.in/bus-stuck-at-narrowing-of-lanes-on-mumbai-flyover-no-photo-shared-by-kerala-congress-is-ai-generated/,Misleading,Not-Clearly-False,"Gujarat model of development in Mumbai. pic.twitter.com/XYYxp7ej4D ||| The flyover does not “suddenly narrow.” The transition from 4 lanes to 2 lanes is not a design flaw, but is based on available road width constraints, and future network planning."
altnews,https://www.altnews.in/photos-of-mira-nair-and-young-zohran-mamdani-with-epstein-clinton-others-are-ai-generated/,False,False,Mira Nair holding her baby Zohran Mamdani with Bill and Epstein. Yeah….read that again…. #alledgedly ||| A major investigation is underway to determine if reports are true that the current New York City mayor Zohran Mamdani Is the biological son of Jeffrey Epstein? pic.twitter.com/2bd2E7RT7A ||| 🚨BOMBSHELL! ||| Sources claimed New York City Mayor Zohran Mamdani is Jeffrey Epstein’s biological son🥲 ||| Big Breaking 🚨 Sources claimed New York City Mayor Zohran Mamdani is Jeffrey Epstein’s biological son ||| Mira Nair holding her baby Zohran Mamdani with Bill and Jeff aka Mira Nair holding a Little terrorist with two big terrorists pic.twitter.com/bzXMrWKMtQ ||| Zohran Mamdani was trained by the best of the best https://t.co/EA6ljdln62 pic.twitter.com/mVHtetJEV1 ||| Tricks to the trade of becoming a successful politician in America https://t.co/2LY8DEQ81B pic.twitter.com/KaDTXCALZi ||| Damn you guys failed🤣🤣🤣
altnews,https://www.altnews.in/six-government-medical-colleges-in-gujarat-kanimozhis-claim-correct-ai-fact-check-shared-by-bjp-false/,False,False,குஜராத்தில் 6 அரசு மருத்துவக் கல்லூரிகள் மட்டுமே உள்ளதாக பொய்யைக் கூறி மாட்டிக்கொண்ட கனிமொழி! pic.twitter.com/3vbXoFeOJu ||| பொய் சொல்லுவதில் கருணாநிதி குடும்பத்திலே அமைதியா புளுகுறதுலா இந்த அம்மணி வேற மாதிரி pic.twitter.com/bd3s4IxXJK
